Date,Open,High,Low,Close,Adj Close,Volume,compound,neg,neu,pos
2014/1/30,62.119999,62.5,60.459998999999996,61.080002,61.080002,150178900,0.9992,0.014,0.837,0.149
2014/1/31,60.470001,63.369999,60.169998,62.57,62.57,87794600,0.922,0.025,0.915,0.06
2014/2/3,63.029999,63.77,60.700001,61.48,61.48,74866600,0.9387,0.045,0.854,0.102
2014/2/4,62.049999,63.139998999999996,61.82,62.75,62.75,45985500,0.7783,0.057,0.851,0.092
2014/2/5,62.740002000000004,63.16,61.27,62.189999,62.189999,51685100,0.9718,0.013,0.881,0.105
2014/2/6,61.459998999999996,62.779999,61.459998999999996,62.16,62.16,42086500,0.9926,0.029,0.871,0.101
2014/2/7,62.27,64.57,62.220001,64.32,64.32,60704300,0.9349,0.013,0.883,0.105
2014/2/10,64.300003,64.489998,63.470001,63.549999,63.549999,43666100,0.9565,0.0,0.798,0.202
2014/2/11,63.75,65.0,63.349998,64.849998,64.849998,45675600,0.9648,0.0,0.9,0.1
2014/2/12,64.91999799999999,65.059998,64.050003,64.449997,64.449997,47282100,0.8141,0.034,0.887,0.079
2014/2/13,64.18,67.33000200000001,64.050003,67.33000200000001,67.33000200000001,61911700,0.9776,0.05,0.822,0.128
2014/2/14,67.5,67.58000200000001,66.720001,67.089996,67.089996,36694900,0.9159,0.029,0.834,0.137
2014/2/18,66.940002,67.540001,66.07,67.300003,67.300003,43809900,0.7506,0.0,0.917,0.083
2014/2/19,67.050003,69.08000200000001,67.0,68.059998,68.059998,62087100,0.9969,0.016,0.882,0.102
2014/2/20,67.730003,70.110001,65.730003,69.629997,69.629997,130928900,0.9991,0.037,0.845,0.117
2014/2/21,69.690002,69.959999,68.449997,68.589996,68.589996,70932400,0.9746,0.03,0.905,0.065
2014/2/24,68.739998,71.440002,68.540001,70.779999,70.779999,76620300,0.9538,0.045,0.866,0.088
2014/2/25,70.949997,71.0,69.449997,69.849998,69.849998,52077000,0.25,0.03,0.932,0.038
2014/2/26,70.190002,71.220001,68.849998,69.260002,69.260002,55322700,-0.3612,0.101,0.797,0.102
2014/2/27,69.339996,70.010002,68.870003,68.940002,68.940002,41653700,0.959,0.028,0.779,0.193
2014/2/28,69.470001,69.879997,67.379997,68.459999,68.459999,66783700,0.9545,0.029,0.838,0.133
2014/3/3,66.959999,68.050003,66.510002,67.410004,67.410004,56824100,0.0,0.0,1.0,0.0
2014/3/4,68.660004,68.900002,67.620003,68.800003,68.800003,42013500,0.8402,0.018,0.928,0.054
2014/3/5,69.690002,71.970001,69.620003,71.57,71.57,74567700,0.9817,0.017,0.892,0.091
2014/3/6,71.879997,71.889999,70.25,70.839996,70.839996,46026500,0.7556,0.021,0.913,0.065
2014/3/7,71.08000200000001,71.18,69.470001,69.800003,69.800003,38927000,0.9136,0.03,0.87,0.099
2014/3/10,70.769997,72.150002,70.510002,72.029999,72.029999,59871600,0.0184,0.063,0.875,0.063
2014/3/11,72.5,72.589996,69.959999,70.099998,70.099998,59408300,0.923,0.045,0.827,0.128
2014/3/12,69.860001,71.349998,69.0,70.879997,70.879997,46340500,-0.6808,0.07,0.884,0.045
2014/3/13,71.290001,71.349998,68.150002,68.83000200000001,68.83000200000001,57091000,0.9357,0.041,0.858,0.101
2014/3/14,68.489998,69.43,67.459999,67.720001,67.720001,48227000,0.5868,0.061,0.845,0.094
2014/3/17,68.18,68.949997,66.620003,68.739998,68.739998,52197000,0.9748,0.025,0.817,0.159
2014/3/18,68.760002,69.599998,68.300003,69.190002,69.190002,40827000,0.6275,0.0,0.947,0.053
2014/3/19,69.16999799999999,69.290001,67.470001,68.239998,68.239998,43981000,0.6369,0.066,0.796,0.138
2014/3/20,68.010002,68.230003,66.82,66.970001,66.970001,44439000,0.3612,0.0,0.967,0.033
2014/3/21,67.529999,67.91999799999999,66.18,67.239998,67.239998,59999900,-0.25,0.085,0.877,0.038
2014/3/24,67.190002,67.360001,63.360001000000004,64.099998,64.099998,85696000,0.802,0.034,0.906,0.06
2014/3/25,64.889999,66.190002,63.779999,64.889999,64.889999,68786000,0.93,0.044,0.856,0.1
2014/3/26,64.739998,64.949997,60.369999,60.389998999999996,60.389998999999996,97503900,0.9738,0.055,0.854,0.091
2014/3/27,60.509997999999996,61.900002,57.98,60.970001,60.970001,112650000,0.9612,0.019,0.885,0.096
2014/3/28,61.34,61.950001,59.34,60.009997999999996,60.009997999999996,67052000,0.8459,0.027,0.913,0.06
2014/3/31,60.779999,61.52,59.869999,60.240002000000004,60.240002000000004,53011000,0.3818,0.016,0.951,0.033
2014/4/1,60.459998999999996,62.66,60.240002000000004,62.619999,62.619999,59291000,0.1404,0.071,0.865,0.064
2014/4/2,63.209998999999996,63.91,62.209998999999996,62.720001,62.720001,66277000,0.9081,0.011,0.954,0.035
2014/4/3,62.549999,63.169998,59.130001,59.490002000000004,59.490002000000004,83859000,0.4404,0.011,0.967,0.021
2014/4/4,59.939999,60.200001,56.32,56.75,56.75,125214400,0.2919,0.075,0.836,0.089
2014/4/7,55.900002,58.0,55.439999,56.950001,56.950001,108488000,0.7514,0.033,0.911,0.055
2014/4/8,57.68,58.709998999999996,57.169998,58.189999,58.189999,78836000,0.9692,0.007,0.863,0.13
2014/4/9,59.630001,62.459998999999996,59.189999,62.41,62.41,100215000,0.9793,0.017,0.88,0.103
2014/4/10,63.080002,63.18,58.68,59.16,59.16,114988000,0.9357,0.038,0.88,0.081
2014/4/11,57.599998,60.310001,57.310001,58.529999,58.529999,91452000,0.7783,0.079,0.819,0.101
2014/4/14,60.09,60.450001,57.779999,58.889998999999996,58.889998999999996,72325000,0.9597,0.011,0.887,0.102
2014/4/15,59.290001000000004,59.68,55.880001,59.09,59.09,108623000,0.9774,0.042,0.848,0.11
2014/4/16,59.790001000000004,60.189999,57.740002000000004,59.720001,59.720001,78774000,0.7906,0.027,0.918,0.055
2014/4/17,59.299999,60.580002,58.720001,58.939999,58.939999,88040000,0.9118,0.014,0.922,0.065
2014/4/21,59.459998999999996,61.240002000000004,59.150002,61.240002000000004,61.240002000000004,60364000,0.987,0.0,0.878,0.122
2014/4/22,62.650002,63.439999,62.220001,63.029999,63.029999,60631000,0.4939,0.055,0.88,0.065
2014/4/23,63.450001,63.48,61.259997999999996,61.360001000000004,61.360001000000004,95908700,0.9956,0.043,0.844,0.113
2014/4/24,63.599998,63.650002,59.77,60.869999,60.869999,138769000,0.9601,0.018,0.94,0.042
2014/4/25,59.970001,60.009997999999996,57.57,57.709998999999996,57.709998999999996,92502000,0.9917,0.014,0.901,0.085
2014/4/28,58.049999,58.310001,54.66,56.139998999999996,56.139998999999996,107758000,0.9896,0.009,0.926,0.065
2014/4/29,56.09,58.279999,55.84,58.150002,58.150002,75557000,0.9537,0.054,0.811,0.135
2014/4/30,57.580002,59.849998,57.16,59.779999,59.779999,76093000,0.975,0.055,0.841,0.103
2014/5/1,60.43,62.279999,60.209998999999996,61.150002,61.150002,82429000,0.9916,0.014,0.847,0.139
2014/5/2,61.299999,61.889998999999996,60.18,60.459998999999996,60.459998999999996,54189000,0.979,0.004,0.882,0.114
2014/5/5,59.669998,61.349998,59.18,61.220001,61.220001,46057000,0.9978,0.01,0.768,0.221
2014/5/6,60.98,61.150002,58.490002000000004,58.529999,58.529999,55901000,-0.7992,0.07,0.87,0.061
2014/5/7,58.77,59.299999,56.259997999999996,57.389998999999996,57.389998999999996,78587000,-0.2263,0.066,0.869,0.066
2014/5/8,57.23,58.82,56.5,56.759997999999996,56.759997999999996,61251000,-0.8684,0.083,0.843,0.074
2014/5/9,56.849998,57.650002,56.380001,57.240002000000004,57.240002000000004,52584000,-0.0387,0.036,0.905,0.06
2014/5/12,57.98,59.900002,57.98,59.830002,59.830002,48575000,0.9823,0.0,0.843,0.157
2014/5/13,59.66,60.889998999999996,59.509997999999996,59.830002,59.830002,48525000,0.9984,0.025,0.749,0.226
2014/5/14,59.529999,60.450001,58.950001,59.23,59.23,47429000,0.9865,0.061,0.699,0.24
2014/5/15,59.259997999999996,59.380001,57.52,57.919998,57.919998,56814000,0.7096,0.027,0.869,0.104
2014/5/16,58.310001,58.450001,57.310001,58.02,58.02,47933000,0.9989,0.008,0.796,0.196
2014/5/19,57.889998999999996,59.560001,57.57,59.209998999999996,59.209998999999996,43034000,0.9345,0.042,0.872,0.086
2014/5/20,59.5,60.189999,58.18,58.560001,58.560001,53931000,0.9167,0.028,0.9,0.072
2014/5/21,58.560001,60.5,58.25,60.490002000000004,60.490002000000004,58992000,0.4051,0.001,0.997,0.002
2014/5/22,60.939999,61.48,60.400002,60.52,60.52,54200000,0.9506,0.005,0.979,0.016
2014/5/23,60.41,61.450001,60.150002,61.349998,61.349998,38294000,0.7929,0.026,0.9,0.074
2014/5/27,61.619999,63.509997999999996,61.57,63.48,63.48,55682000,-0.9417,0.068,0.885,0.047
2014/5/28,63.389998999999996,64.139999,62.619999,63.509997999999996,63.509997999999996,47795000,0.9955,0.027,0.847,0.127
2014/5/29,63.84,64.300003,63.509997999999996,63.830002,63.830002,42700000,0.9509,0.036,0.88,0.084
2014/5/30,63.950001,64.16999799999999,62.560001,63.299999,63.299999,45253500,0.9881,0.006,0.946,0.048
2014/6/2,63.23,63.59,62.049999,63.080002,63.080002,35996000,0.7269,0.002,0.992,0.007
2014/6/3,62.619999,63.419998,62.32,62.869999,62.869999,32217000,0.9988,0.009,0.85,0.141
2014/6/4,62.450001,63.59,62.07,63.34,63.34,36514000,1.0,0.001,0.837,0.162
2014/6/5,63.66,64.360001,62.82,63.189999,63.189999,47352000,0.9978,0.012,0.829,0.159
2014/6/6,63.369999,63.48,62.150002,62.5,62.5,42442000,0.7906,0.0,0.926,0.074
2014/6/9,62.400002,63.34,61.790001000000004,62.880001,62.880001,37617000,0.128,0.055,0.896,0.05
2014/6/10,63.529999,65.82,63.5,65.769997,65.769997,69338000,0.9633,0.04,0.871,0.089
2014/6/11,65.32,65.800003,64.900002,65.779999,65.779999,44242000,0.9995,0.01,0.826,0.164
2014/6/12,65.849998,66.470001,64.059998,64.290001,64.290001,55730000,0.976,0.029,0.84,0.132
2014/6/13,64.699997,64.970001,63.830002,64.5,64.5,29419000,0.9842,0.0,0.895,0.105
2014/6/16,64.160004,64.879997,63.75,64.190002,64.190002,31046000,0.988,0.0,0.832,0.168
2014/6/17,64.099998,64.879997,63.93,64.400002,64.400002,27715000,0,0,0,0
2014/6/18,64.489998,65.75,64.050003,65.599998,65.599998,35570000,0.9996,0.0,0.638,0.362
2014/6/19,65.459999,65.58000200000001,64.209999,64.339996,64.339996,34245000,0.9994,0.004,0.733,0.263
2014/6/20,64.459999,64.809998,63.349998,64.5,64.5,46466000,0.8519,0.013,0.875,0.112
2014/6/23,64.32,65.660004,64.220001,65.370003,65.370003,34560000,0.3818,0.037,0.898,0.064
2014/6/24,65.360001,67.16999799999999,65.269997,65.720001,65.720001,57335000,0.9926,0.004,0.892,0.104
2014/6/25,65.58000200000001,67.480003,65.57,67.440002,67.440002,44308000,0.9491,0.014,0.905,0.082
2014/6/26,68.0,68.0,66.900002,67.129997,67.129997,47714000,0.9967,0.007,0.755,0.238
2014/6/27,67.309998,67.699997,66.839996,67.599998,67.599998,46461000,-0.5267,0.037,0.95,0.013
2014/6/30,67.459999,67.91999799999999,67.129997,67.290001,67.290001,27102800,0.0772,0.048,0.9,0.053
2014/7/1,67.58000200000001,68.440002,67.389999,68.059998,68.059998,33243000,0.9325,0.021,0.887,0.092
2014/7/2,68.040001,68.300003,65.790001,66.449997,66.449997,41895000,0.936,0.032,0.897,0.07
2014/7/3,66.860001,67.0,65.760002,66.290001,66.290001,25203200,0.8945,0.035,0.907,0.058
2014/7/7,66.300003,66.57,65.120003,65.290001,65.290001,28745000,0.9744,0.015,0.888,0.098
2014/7/8,65.059998,65.559998,62.209998999999996,62.759997999999996,62.759997999999996,68926000,0.7906,0.054,0.862,0.084
2014/7/9,63.41,65.120003,63.150002,64.970001,64.970001,51432000,0.0258,0.029,0.945,0.026
2014/7/10,63.310001,65.339996,63.049999,64.870003,64.870003,44422000,-0.0164,0.027,0.947,0.026
2014/7/11,65.279999,66.589996,64.790001,66.339996,66.339996,39212000,0.9893,0.01,0.841,0.149
2014/7/14,67.129997,68.16999799999999,66.900002,67.900002,67.900002,38537000,0.8658,0.0,0.918,0.082
2014/7/15,67.959999,68.089996,66.260002,67.16999799999999,67.16999799999999,44213200,0.8481,0.008,0.943,0.049
2014/7/16,67.540001,67.940002,67.07,67.660004,67.660004,29541600,0.2238,0.03,0.928,0.042
2014/7/17,67.029999,67.849998,66.040001,66.410004,66.410004,38188000,0.8885,0.043,0.824,0.133
2014/7/18,66.800003,68.459999,66.160004,68.41999799999999,68.41999799999999,42456000,0.8957,0.006,0.934,0.06
2014/7/21,68.809998,69.959999,68.5,69.400002,69.400002,49539000,0.9887,0.006,0.874,0.119
2014/7/22,69.760002,69.769997,68.610001,69.269997,69.269997,40398000,0.765,0.016,0.925,0.059
2014/7/23,69.739998,71.33000200000001,69.610001,71.290001,71.290001,78435000,0.9979,0.015,0.893,0.092
2014/7/24,75.959999,76.739998,74.510002,74.980003,74.980003,124168000,0.9979,0.012,0.899,0.089
2014/7/25,74.989998,75.66999799999999,74.660004,75.190002,75.190002,45917000,0.9945,0.008,0.885,0.107
2014/7/28,75.16999799999999,75.5,73.849998,74.91999799999999,74.91999799999999,41725000,0.8124,0.027,0.89,0.083
2014/7/29,74.720001,74.91999799999999,73.41999799999999,73.709999,73.709999,41324000,0.9869,0.024,0.839,0.136
2014/7/30,74.209999,75.190002,74.129997,74.68,74.68,36853000,0.8316,0.0,0.991,0.009
2014/7/31,74.0,74.16999799999999,72.440002,72.650002,72.650002,43992000,0.923,0.005,0.958,0.037
2014/8/1,72.220001,73.220001,71.550003,72.360001,72.360001,43535000,-0.9853,0.096,0.875,0.029
2014/8/4,72.360001,73.879997,72.360001,73.510002,73.510002,30777000,0.6705,0.038,0.888,0.074
2014/8/5,73.199997,73.589996,72.18,72.690002,72.690002,34986000,0,0,0,0
2014/8/6,72.019997,73.720001,71.790001,72.470001,72.470001,30986000,0,0,0,0
2014/8/7,73.0,74.0,72.699997,73.16999799999999,73.16999799999999,38141000,-0.743,0.21,0.738,0.052
2014/8/8,73.400002,73.43,72.559998,73.059998,73.059998,27202000,0.5423,0.019,0.929,0.052
2014/8/11,73.459999,73.910004,73.059998,73.440002,73.440002,24591000,0.1513,0.06,0.884,0.056
2014/8/12,73.089996,73.33000200000001,72.220001,72.83000200000001,72.83000200000001,27419000,-0.798,0.111,0.867,0.022
2014/8/13,73.120003,74.25,73.050003,73.769997,73.769997,29266000,0.6369,0.03,0.837,0.133
2014/8/14,73.970001,74.379997,73.690002,74.300003,74.300003,22207000,0.7984,0.027,0.898,0.074
2014/8/15,74.32,74.650002,73.0,73.629997,73.629997,38846600,0.8271,0.0,0.854,0.146
2014/8/18,74.0,74.720001,73.959999,74.589996,74.589996,23974000,0.9517,0.0,0.809,0.191
2014/8/19,74.809998,75.58000200000001,74.510002,75.290001,75.290001,26679000,0.6997,0.1,0.774,0.126
2014/8/20,74.970001,75.18,74.620003,74.809998,74.809998,22917000,0.836,0.036,0.869,0.095
2014/8/21,74.91999799999999,75.190002,74.410004,74.57,74.57,20102000,0.1027,0.057,0.872,0.071
2014/8/22,74.339996,74.730003,73.57,74.57,74.57,20897000,-0.3182,0.024,0.96,0.016
2014/8/25,74.940002,75.279999,74.790001,75.019997,75.019997,19734000,0.4005,0.032,0.92,0.047
2014/8/26,75.0,75.989998,74.730003,75.959999,75.959999,23993000,-0.2732,0.025,0.975,0.0
2014/8/27,75.269997,75.489998,74.459999,74.629997,74.629997,36323000,0.4215,0.055,0.881,0.064
2014/8/28,74.0,74.43,73.730003,73.860001,73.860001,21947000,0.7871,0.063,0.813,0.124
2014/8/29,74.300003,74.82,74.010002,74.82,74.82,26241000,-0.5719,0.075,0.896,0.03
2014/9/2,75.010002,76.699997,74.82,76.68,76.68,34979000,0.8349,0.018,0.904,0.078
2014/9/3,77.139999,77.480003,75.599998,75.83000200000001,75.83000200000001,32389000,-0.9686,0.07,0.907,0.023
2014/9/4,75.889999,76.93,75.529999,75.949997,75.949997,26676000,0.6743,0.094,0.782,0.124
2014/9/5,76.099998,77.379997,75.599998,77.260002,77.260002,29476000,0.8885,0.013,0.902,0.085
2014/9/8,77.260002,78.16999799999999,77.010002,77.889999,77.889999,28183000,0.8225,0.021,0.909,0.07
2014/9/9,77.589996,78.16999799999999,76.199997,76.66999799999999,76.66999799999999,28882000,0.8481,0.025,0.893,0.082
2014/9/10,76.519997,77.949997,76.510002,77.43,77.43,29909000,0.891,0.02,0.849,0.131
2014/9/11,77.129997,78.360001,77.050003,77.91999799999999,77.91999799999999,32219000,0.9633,0.0,0.806,0.194
2014/9/12,78.019997,78.300003,77.099998,77.480003,77.480003,26676800,0.7595,0.018,0.898,0.084
2014/9/15,77.150002,77.25,73.43,74.58000200000001,74.58000200000001,49679000,-0.128,0.041,0.936,0.023
2014/9/16,73.519997,76.230003,73.07,76.08000200000001,76.08000200000001,37742000,-0.5106,0.079,0.867,0.055
2014/9/17,75.959999,77.25,75.57,76.43,76.43,28693000,0.887,0.037,0.839,0.124
2014/9/18,76.769997,77.33000200000001,76.519997,77.0,77.0,23031000,-0.2263,0.033,0.967,0.0
2014/9/19,77.400002,78.300003,76.440002,77.910004,77.910004,76671000,0.6869,0.061,0.865,0.074
2014/9/22,77.0,77.529999,75.949997,76.800003,76.800003,31961000,-0.2899,0.046,0.923,0.031
2014/9/23,76.33000200000001,78.629997,76.040001,78.290001,78.290001,36814000,0.0,0.0,1.0,0.0
2014/9/24,78.099998,78.620003,77.510002,78.540001,78.540001,30680000,0,0,0,0
2014/9/25,78.599998,78.940002,77.129997,77.220001,77.220001,37533000,0,0,0,0
2014/9/26,77.589996,78.839996,77.33000200000001,78.790001,78.790001,28872000,0,0,0,0
2014/9/29,78.120003,79.199997,77.910004,79.0,79.0,34031000,0.8481,0.051,0.864,0.086
2014/9/30,79.349998,79.709999,78.599998,79.040001,79.040001,35899000,0.128,0.022,0.943,0.035
2014/10/1,78.779999,78.82,75.900002,76.550003,76.550003,55090000,0.8183,0.021,0.908,0.071
2014/10/2,76.57,77.480003,75.639999,77.08000200000001,77.08000200000001,36488000,-0.0258,0.079,0.843,0.078
2014/10/3,77.760002,78.059998,77.260002,77.440002,77.440002,23340000,0.5994,0.067,0.845,0.088
2014/10/6,77.190002,77.889999,76.849998,77.559998,77.559998,25729000,0.8074,0.017,0.9,0.084
2014/10/7,77.050003,77.949997,76.239998,76.290001,76.290001,25317000,-0.8331,0.076,0.89,0.034
2014/10/8,76.18,77.709999,75.099998,77.519997,77.519997,32976000,0.4588,0.039,0.896,0.065
2014/10/9,77.279999,77.760002,75.849998,75.910004,75.910004,32487000,0.7269,0.054,0.825,0.121
2014/10/10,75.589996,76.5,72.760002,72.910004,72.910004,52146000,-0.6609,0.098,0.851,0.05
2014/10/13,73.230003,74.779999,72.519997,72.989998,72.989998,43938000,0.7783,0.097,0.724,0.179
2014/10/14,74.0,74.18,72.050003,73.589996,73.589996,50299000,0.9601,0.062,0.775,0.163
2014/10/15,71.690002,73.800003,70.32,73.209999,73.209999,61528000,0.7783,0.0,0.846,0.154
2014/10/16,70.790001,73.349998,70.58000200000001,72.629997,72.629997,53529000,0.1531,0.058,0.879,0.062
2014/10/17,74.230003,76.0,73.75,75.949997,75.949997,76342000,-0.7402,0.094,0.865,0.04
2014/10/20,75.599998,77.089996,75.379997,76.949997,76.949997,34701000,0.4767,0.016,0.945,0.039
2014/10/21,77.559998,78.739998,77.150002,78.690002,78.690002,32252000,0.9839,0.0,0.955,0.045
2014/10/22,78.82,79.849998,78.010002,78.370003,78.370003,41862000,0.128,0.023,0.937,0.04
2014/10/23,79.379997,80.629997,79.010002,80.040001,80.040001,35056000,0.3818,0.0,0.852,0.148
2014/10/24,80.199997,80.82,79.32,80.66999799999999,80.66999799999999,32248000,0.8934,0.0,0.834,0.166
2014/10/27,80.739998,80.800003,79.760002,80.279999,80.279999,30169000,0.8198,0.013,0.916,0.071
2014/10/28,80.18,81.160004,79.57,80.769997,80.769997,74212000,0.9975,0.023,0.905,0.072
2014/10/29,75.449997,76.879997,74.779999,75.860001,75.860001,106120000,0.9306,0.05,0.866,0.084
2014/10/30,75.050003,75.349998,72.900002,74.110001,74.110001,83270000,0.99,0.035,0.85,0.115
2014/10/31,74.93,75.699997,74.449997,74.989998,74.989998,44544000,0.6486,0.0,0.901,0.099
2014/11/3,75.470001,75.519997,73.699997,73.879997,73.879997,40727000,0.7579,0.052,0.855,0.093
2014/11/4,74.230003,75.769997,73.650002,75.760002,75.760002,39326000,0.8126,0.0,0.911,0.089
2014/11/5,76.510002,76.800003,74.41999799999999,74.83000200000001,74.83000200000001,35913000,-0.1027,0.053,0.913,0.035
2014/11/6,74.889999,75.599998,74.309998,75.260002,75.260002,21383000,0.9725,0.052,0.799,0.149
2014/11/7,75.389999,75.860001,75.019997,75.599998,75.599998,20774000,0.875,0.075,0.801,0.124
2014/11/10,75.360001,75.480003,74.610001,75.0,75.0,21575100,0,0,0,0
2014/11/11,74.949997,74.980003,74.029999,74.610001,74.610001,18715700,0,0,0,0
2014/11/12,74.279999,75.139999,73.540001,74.720001,74.720001,26536600,0,0,0,0
2014/11/13,74.739998,75.239998,73.639999,74.25,74.25,26448500,0,0,0,0
2014/11/14,74.269997,74.93,74.040001,74.879997,74.879997,19476900,0.2023,0.0,0.924,0.076
2014/11/17,74.879997,75.660004,73.879997,74.239998,74.239998,28701200,0,0,0,0
2014/11/18,74.449997,74.800003,73.900002,74.339996,74.339996,20690500,0,0,0,0
2014/11/19,74.010002,74.540001,73.110001,73.33000200000001,73.33000200000001,25441200,0,0,0,0
2014/11/20,72.800003,73.989998,72.510002,73.599998,73.599998,19154900,0,0,0,0
2014/11/21,74.5,74.5,73.5,73.75,73.75,23060400,0,0,0,0
2014/11/24,73.540001,74.349998,73.349998,74.010002,74.010002,22103800,0.9201,0.024,0.837,0.139
2014/11/25,74.209999,75.739998,74.129997,75.629997,75.629997,32250200,0.9393,0.02,0.91,0.07
2014/11/26,75.529999,77.779999,75.510002,77.620003,77.620003,32695300,0.8151,0.024,0.933,0.043
2014/11/28,77.66999799999999,78.269997,77.230003,77.699997,77.699997,15992000,0.8746,0.0,0.891,0.109
2014/12/1,77.260002,77.309998,74.800003,75.099998,75.099998,31789900,0.7096,0.0,0.933,0.067
2014/12/2,75.33000200000001,75.910004,75.040001,75.459999,75.459999,16773900,-0.7584,0.106,0.82,0.074
2014/12/3,75.379997,75.730003,74.400002,74.879997,74.879997,16689900,0.9485,0.069,0.751,0.18
2014/12/4,74.83000200000001,75.550003,74.660004,75.239998,75.239998,14362800,0.5106,0.026,0.914,0.06
2014/12/5,75.800003,76.760002,75.360001,76.360001,76.360001,24306400,0.9838,0.024,0.789,0.187
2014/12/8,76.18,77.25,75.400002,76.519997,76.519997,25733900,0.9788,0.01,0.834,0.156
2014/12/9,75.199997,76.93,74.779999,76.839996,76.839996,25358600,0.9568,0.01,0.886,0.104
2014/12/10,76.650002,77.550003,76.07,76.18,76.18,32210500,0.6204,0.034,0.922,0.045
2014/12/11,76.519997,78.519997,76.480003,77.730003,77.730003,33462100,0.926,0.009,0.906,0.084
2014/12/12,77.160004,78.879997,77.019997,77.83000200000001,77.83000200000001,28091600,0,0,0,0
2014/12/15,78.459999,78.58000200000001,76.559998,76.989998,76.989998,29396500,-0.3612,0.029,0.95,0.021
2014/12/16,76.190002,77.389999,74.589996,74.690002,74.690002,31554600,0.9741,0.0,0.868,0.132
2014/12/17,75.010002,76.410004,74.900002,76.110001,76.110001,29203900,0.9698,0.015,0.884,0.102
2014/12/18,76.889999,78.400002,76.510002,78.400002,78.400002,34222100,0.8996,0.038,0.801,0.161
2014/12/19,78.75,80.0,78.33000200000001,79.879997,79.879997,43335000,0.8591,0.0,0.87,0.13
2014/12/22,80.08000200000001,81.889999,80.0,81.449997,81.449997,31395800,0.5789,0.008,0.95,0.041
2014/12/23,82.019997,82.16999799999999,80.400002,80.610001,80.610001,19865800,0.6486,0.03,0.903,0.068
2014/12/24,81.029999,81.43,80.75,80.769997,80.769997,7685500,0.5245,0.034,0.875,0.091
2014/12/26,81.019997,81.279999,80.510002,80.779999,80.779999,10647400,0.3504,0.028,0.917,0.056
2014/12/29,80.489998,80.959999,79.709999,80.019997,80.019997,14134700,0.9808,0.027,0.781,0.193
2014/12/30,79.849998,80.589996,79.099998,79.220001,79.220001,14370800,0.9005,0.03,0.887,0.083
2014/12/31,79.540001,79.800003,77.860001,78.019997,78.019997,19935400,0.926,0.0,0.925,0.075
2015/1/2,78.58000200000001,78.93,77.699997,78.449997,78.449997,18177500,0.8357,0.013,0.957,0.03
2015/1/5,77.980003,79.25,76.860001,77.190002,77.190002,26452200,0.9403,0.024,0.857,0.12
2015/1/6,77.230003,77.589996,75.360001,76.150002,76.150002,27399300,0.7717,0.0,0.936,0.064
2015/1/7,76.760002,77.360001,75.82,76.150002,76.150002,22045300,0.9538,0.011,0.955,0.035
2015/1/8,76.739998,78.230003,76.08000200000001,78.18,78.18,23961000,0.9957,0.01,0.821,0.168
2015/1/9,78.199997,78.620003,77.199997,77.739998,77.739998,21157000,0.7717,0.0,0.985,0.015
2015/1/12,77.839996,78.0,76.209999,76.720001,76.720001,19190200,0.8499,0.034,0.88,0.086
2015/1/13,77.230003,78.08000200000001,75.849998,76.449997,76.449997,25179600,0.2023,0.032,0.925,0.043
2015/1/14,76.41999799999999,77.199997,76.029999,76.279999,76.279999,25741000,0.8968,0.035,0.877,0.088
